"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0061045","negative regulation of wound healing",54,0.403175018544991,1.28437100492058,0.104895104895105,0.104895104895105,0.342012923858448,1871,"tags=30%, list=12%, signal=26%","26365/18787/12739/21926/20927/72828/208936/11555/18595/18591/56745/17127/99571/21824/216350/20720"
"GO:0048143","astrocyte activation",14,0.566226825342164,1.4016590034233,0.105095541401274,0.105095541401274,0.342012923858448,1464,"tags=29%, list=9%, signal=26%","12259/217166/16176/11606"
"GO:0048286","lung alveolus development",55,0.403112045926366,1.29054770020352,0.105117565698479,0.105117565698479,0.342012923858448,2625,"tags=27%, list=17%, signal=23%","16878/20897/22339/14186/15375/74155/319939/214384/14726/14465/74178/16011/11421/50785/74591"
"GO:1904029","regulation of cyclin-dependent protein kinase activity",73,0.377170785076201,1.272112885036,0.105121293800539,0.105121293800539,0.342012923858448,1827,"tags=19%, list=12%, signal=17%","268697/12428/18817/20460/12442/56742/18591/216021/12443/69237/214384/83383/12449/21929"
"GO:0060284","regulation of cell development",491,0.286842112623156,1.18223379417252,0.105318039624609,0.105318039624609,0.342012923858448,2552,"tags=20%, list=16%, signal=17%","16878/16590/77125/15364/22177/620235/12704/217166/21926/20927/78748/268902/387150/17131/65086/20482/12173/29873/22339/79362/18121/20317/24088/381293/243743/16176/13555/12316/17173/16975/230126/12261/574437/14912/235402/73121/18003/20292/244667/19716/21938/13844/17480/15904/12927/243547/17242/14168/22041/16175/13618/18606/13643/17919/20878/20563/12156/193034/21873/21943/18049/11951/13508/18212/97165/19699/17926/20354/26419/12162/20085/269951/20720/108151/277360/20315/14114/20361/16193/76854/20732/18208/545156/20353/14580/12741/11421/22341/13048/216858/118454/216344/12569/18755/20666/14056/67891/18671/14375"
"GO:0003091","renal water homeostasis",10,0.617386976679653,1.41280362531462,0.105351170568562,0.105351170568562,0.342012923858448,4,"tags=10%, list=0%, signal=10%","110935"
"GO:0010819","regulation of T cell chemotaxis",10,0.618697020377335,1.4158014768329,0.105351170568562,0.105351170568562,0.342012923858448,556,"tags=20%, list=4%, signal=19%","18829/20304"
"GO:0046929","negative regulation of neurotransmitter secretion",10,0.618818380769822,1.41607919309345,0.105351170568562,0.105351170568562,0.342012923858448,44,"tags=10%, list=0%, signal=10%","243725"
"GO:1901838","positive regulation of transcription of nucleolar large rRNA by RNA polymerase I",10,0.616769311058383,1.41139018405018,0.105351170568562,0.105351170568562,0.342012923858448,2606,"tags=40%, list=17%, signal=33%","103136/17975/320209/68979"
"GO:0051817","modulation of process of other organism involved in symbiotic interaction",72,0.378093532462907,1.2772563759767,0.105473965287049,0.105473965287049,0.342190226576839,2747,"tags=21%, list=18%, signal=17%","12978/26365/17395/20304/72462/57783/20303/238722/83383/14114/12648/18673/67655/12048/12034"
"GO:0071985","multivesicular body sorting pathway",38,-0.375432177175741,-1.31716475013112,0.105769230769231,0.105769230769231,0.342623203843945,5866,"tags=61%, list=38%, signal=38%","67028/66201/70160/20844/68953/234852/66530/27681/67894/71817/66371/105513/194309/114128/76959/27359/66700/230514/17101/77975/80718/280408/320051"
"GO:0032924","activin receptor signaling pathway",29,0.476554949338215,1.36726203307778,0.105812220566319,0.105812220566319,0.342623203843945,2152,"tags=34%, list=14%, signal=30%","17131/14313/83554/240025/17127/16323/21815/14180/242316/380664"
"GO:2000108","positive regulation of leukocyte apoptotic process",31,0.472131693818886,1.36898934501082,0.105812220566319,0.105812220566319,0.342623203843945,1458,"tags=23%, list=9%, signal=21%","26365/170770/20304/16153/80885/243910/16453"
"GO:0046717","acid secretion",27,0.476964696744158,1.3623151684691,0.106038291605302,0.106038291605302,0.342833328595727,2062,"tags=30%, list=13%, signal=26%","22044/21926/20287/18389/71982/71111/193034/208890"
"GO:0032825","positive regulation of natural killer cell differentiation",11,-0.547204011697236,-1.40919609392629,0.106060606060606,0.106060606060606,0.342833328595727,1768,"tags=36%, list=11%, signal=32%","14456/20851/16362/19419"
"GO:0006879","cellular iron ion homeostasis",53,0.405280986194507,1.28206546882259,0.106082036775106,0.106082036775106,0.342833328595727,4137,"tags=34%, list=27%, signal=25%","84506/16819/15368/18173/15216/22041/68428/69668/14319/22042/18174/12870/11656/66162/71753/244698/15251/15203"
"GO:0072348","sulfur compound transport",39,0.440375793359722,1.33042216291215,0.10632183908046,0.10632183908046,0.343279759316214,2548,"tags=31%, list=16%, signal=26%","20510/26934/26457/80979/114644/70129/320718/210027/116914/208890/26357/241296"
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",124,0.344535273538332,1.26328348457468,0.106356968215159,0.106356968215159,0.343279759316214,2361,"tags=27%, list=15%, signal=23%","12310/223780/432530/13614/65086/11513/14160/16336/17200/11555/18821/11549/11535/18441/18389/14748/207728/11541/11550/77596/15552/105171/12671/56089/18103/11539/319197/76854/243277/171530/11553/230775/19222"
"GO:0009155","purine deoxyribonucleotide catabolic process",12,-0.520941524784622,-1.36409881529487,0.106770833333333,0.106770833333333,0.344172892088925,1407,"tags=25%, list=9%, signal=23%","213484/50773/75686"
"GO:2001135","regulation of endocytic recycling",12,-0.521469032897929,-1.36548010889153,0.106770833333333,0.106770833333333,0.344172892088925,2579,"tags=67%, list=17%, signal=56%","19326/234593/380752/20660/101490/259300/228359/11472"
"GO:0071479","cellular response to ionizing radiation",64,0.386801578776959,1.27577179958344,0.106995884773663,0.106995884773663,0.344676966827122,3295,"tags=31%, list=21%, signal=25%","20319/170770/19361/60530/13605/19362/20583/68142/19822/77065/12144/14375/14784/12048/224008/22059/19941/22601/66656/21353"
"GO:0009142","nucleoside triphosphate biosynthetic process",70,0.382443362675836,1.29527211656717,0.107142857142857,0.107142857142857,0.344797860964481,4508,"tags=41%, list=29%, signal=30%","11636/56520/78801/18102/11639/23917/229949/11951/18103/69719/11947/228033/11534/28080/67126/12048/11946/51797/11958/66043/21915/20848/11545/68197/67942/11950/71679/11949/57423"
"GO:0031667","response to nutrient levels",270,-0.236879920852677,-1.13704501051748,0.107170811650453,0.107170811650453,0.344797860964481,3170,"tags=26%, list=20%, signal=21%","64930/16337/230676/67378/12581/12514/218035/102774/74347/100102/74302/52639/381979/74386/76267/19013/65969/59030/108079/56717/75669/223453/100705/13198/22427/23830/54636/22695/225326/93759/21848/12846/12575/19016/11883/20660/14456/20788/81004/16846/22278/171543/29869/100504663/66809/66725/63873/17341/12411/18810/14645/240752/12095/217695/22417/78926/11556/235041/224796/19017/19111/17762/16835/18752/18812/69034/11910/320311/12424"
"GO:0016241","regulation of macroautophagy",94,-0.292140628484987,-1.21634892971442,0.107296137339056,0.107296137339056,0.34497992705932,3479,"tags=35%, list=22%, signal=27%","78246/22241/50873/22084/108083/117150/66597/19328/225020/64930/230895/18718/16151/108079/56717/100756/18145/17281/268656/74772/93759/15944/237782/66725/320528/68943/227738/54396/107607/100502698/211134/16542/17772"
"GO:0072678","T cell migration",46,0.418887824554855,1.30698404045239,0.107496463932108,0.107496463932108,0.345402749530486,1388,"tags=15%, list=9%, signal=14%","20297/11634/18829/20296/20304/16401/76088"
"GO:0051569","regulation of histone H3-K4 methylation",28,0.472629857254373,1.35035912369746,0.107669616519174,0.107669616519174,0.345696830333485,2024,"tags=21%, list=13%, signal=19%","12189/99890/71458/664799/13436/140858"
"GO:0051897","positive regulation of protein kinase B signaling",93,0.361206359975336,1.26275072803933,0.107792207792208,0.107792207792208,0.345696830333485,2214,"tags=22%, list=14%, signal=19%","75141/12654/21926/15200/22339/12985/18189/14066/30955/12261/56745/216021/24064/21943/17926/56089/20315/16193/21983/16011"
"GO:0032330","regulation of chondrocyte differentiation",45,0.418220999213538,1.29893790333009,0.107843137254902,0.107843137254902,0.345696830333485,2090,"tags=29%, list=13%, signal=25%","214685/14219/17131/14563/22402/66175/73121/17127/108153/17242/14172/242316/20583"
"GO:0009593","detection of chemical stimulus",34,0.451180232838936,1.33971444902768,0.107871720116618,0.107871720116618,0.345696830333485,1629,"tags=24%, list=10%, signal=21%","12353/231602/18796/24088/16803/20656/12945/193034"
"GO:0042476","odontogenesis",94,0.36009296340864,1.25987280624645,0.107932379713914,0.107932379713914,0.345696830333485,2241,"tags=23%, list=14%, signal=20%","12977/18787/13406/13614/208659/14313/238384/71421/18595/71458/17702/71982/58208/16323/320100/12156/21943/12162/13608/27060/17701/17300"
"GO:0000375","RNA splicing, via transesterification reactions",250,0.308974095940028,1.20861084484771,0.108229988726043,0.108229988726043,0.345987654204339,5302,"tags=44%, list=34%, signal=29%","12261/69878/77411/70312/68981/50783/68278/20641/17975/52897/18148/28035/66373/66978/19826/66094/11758/15382/67332/19655/56275/20595/51810/59092/28000/19205/110809/66381/71766/20901/20815/192170/53607/70767/53890/101943/108013/28036/214572/68479/215051/20638/71514/216766/107701/27756/22185/53817/22668/70248/15387/53975/51796/101739/74111/13548/13211/269966/20218/100042786/56031/192160/19317/27366/68183/229700/66645/22722/224836/67996/19653/12812/68011/54723/83703/66125/20624/20222/60321/20643/53379/72935/67242/57905/217207/60365/20630/433702/76936/171170/14105/81898/27374/74255/231386/67678/20382/109095/107686/19712/17149/230257/192159/60532/20826/15388/19656/69305/12696/67959"
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",250,0.308974095940028,1.20861084484771,0.108229988726043,0.108229988726043,0.345987654204339,5302,"tags=44%, list=34%, signal=29%","12261/69878/77411/70312/68981/50783/68278/20641/17975/52897/18148/28035/66373/66978/19826/66094/11758/15382/67332/19655/56275/20595/51810/59092/28000/19205/110809/66381/71766/20901/20815/192170/53607/70767/53890/101943/108013/28036/214572/68479/215051/20638/71514/216766/107701/27756/22185/53817/22668/70248/15387/53975/51796/101739/74111/13548/13211/269966/20218/100042786/56031/192160/19317/27366/68183/229700/66645/22722/224836/67996/19653/12812/68011/54723/83703/66125/20624/20222/60321/20643/53379/72935/67242/57905/217207/60365/20630/433702/76936/171170/14105/81898/27374/74255/231386/67678/20382/109095/107686/19712/17149/230257/192159/60532/20826/15388/19656/69305/12696/67959"
"GO:0000398","mRNA splicing, via spliceosome",250,0.308974095940028,1.20861084484771,0.108229988726043,0.108229988726043,0.345987654204339,5302,"tags=44%, list=34%, signal=29%","12261/69878/77411/70312/68981/50783/68278/20641/17975/52897/18148/28035/66373/66978/19826/66094/11758/15382/67332/19655/56275/20595/51810/59092/28000/19205/110809/66381/71766/20901/20815/192170/53607/70767/53890/101943/108013/28036/214572/68479/215051/20638/71514/216766/107701/27756/22185/53817/22668/70248/15387/53975/51796/101739/74111/13548/13211/269966/20218/100042786/56031/192160/19317/27366/68183/229700/66645/22722/224836/67996/19653/12812/68011/54723/83703/66125/20624/20222/60321/20643/53379/72935/67242/57905/217207/60365/20630/433702/76936/171170/14105/81898/27374/74255/231386/67678/20382/109095/107686/19712/17149/230257/192159/60532/20826/15388/19656/69305/12696/67959"
"GO:0009173","pyrimidine ribonucleoside monophosphate metabolic process",10,0.616350282899523,1.41043129679744,0.108695652173913,0.108695652173913,0.347255097031872,1694,"tags=40%, list=11%, signal=36%","72269/22247/80914/99586"
"GO:0034122","negative regulation of toll-like receptor signaling pathway",31,0.469653871750903,1.36180467163619,0.108792846497765,0.108792846497765,0.347344510580783,2642,"tags=29%, list=17%, signal=24%","83490/100340/217166/16365/228801/70312/21929/56085/22174"
"GO:0002551","mast cell chemotaxis",11,0.601026413809277,1.40445670090659,0.108910891089109,0.108910891089109,0.347481939135788,1179,"tags=36%, list=8%, signal=34%","16590/22339/20304/20292"
"GO:0034086","maintenance of sister chromatid cohesion",13,0.568451519797662,1.39087733253417,0.108974358974359,0.108974358974359,0.347481939135788,528,"tags=15%, list=3%, signal=15%","72107/68549"
"GO:0002082","regulation of oxidative phosphorylation",26,0.471699218840328,1.34214489190879,0.109170305676856,0.109170305676856,0.347885725959732,3697,"tags=42%, list=24%, signal=32%","21926/207728/11639/70556/105675/108037/12865/56312/58805/102060/12866"
"GO:0051353","positive regulation of oxidoreductase activity",45,0.417196197164331,1.29575500666151,0.109243697478992,0.109243697478992,0.347898710646428,1723,"tags=20%, list=11%, signal=18%","15559/21926/13614/16176/13115/14573/13361/13057/19733"
"GO:0051271","negative regulation of cellular component movement",264,0.305141738825631,1.20237197367403,0.109756097560976,0.109756097560976,0.34930886304491,2240,"tags=18%, list=14%, signal=15%","77125/20319/67451/212539/16149/245555/18787/12739/21926/20927/16181/19281/260315/18121/20317/93672/21857/12794/78771/16666/170942/15116/18591/11857/12550/13869/69237/20300/214384/13078/20563/114715/16009/19733/114886/269951/14026/11539/20315/14114/13179/100952/29876/12741/19664/16011/227733"
"GO:0060253","negative regulation of glial cell proliferation",16,0.540149645939184,1.36737346139343,0.109872611464968,0.109872611464968,0.349458082492808,2662,"tags=31%, list=17%, signal=26%","20927/17173/269951/20666/18128"
"GO:0055086","nucleobase-containing small molecule metabolic process",421,0.289624038944258,1.18038754737708,0.110169491525424,0.110169491525424,0.35018041771489,3871,"tags=29%, list=25%, signal=22%","15558/11636/73707/320685/17970/74747/432530/21877/26897/56520/11513/215446/20135/78801/171282/18102/66422/18585/217698/171210/381101/22171/72269/226265/27273/14584/22247/80914/207728/231327/11541/209558/11639/227659/23917/11565/229949/74080/12497/11821/20133/19384/11951/330450/13806/433182/99586/18618/66198/269951/18103/108037/102954/68738/15277/171281/69719/11947/14635/228033/74205/11534/83965/12499/16418/23972/28080/54403/70025/20917/67126/18648/56012/14433/12048/66194/11946/238871/11564/110446/58242/15930/13178/51797/56312/11958/15360/18160/14450/11637/216963/58805/16000/18641/14198/11717/269614/66043/52538/269378/17319/21915/20848/18655/14751/99982/72090/85305/68263/17969/11545/72141/54391/54200/12496/328099/228859/13808/68197/224794/353172/110074"
"GO:0051180","vitamin transport",29,0.475842399273832,1.36521768824188,0.110283159463487,0.110283159463487,0.350319856310398,3680,"tags=52%, list=24%, signal=40%","74152/20897/26457/19662/93835/210027/20509/116914/20527/26357/20525/20778/330064/50500/170441"
"GO:0060100","positive regulation of phagocytosis, engulfment",13,0.565758451345024,1.3842879792907,0.110576923076923,0.110576923076923,0.350650363281942,930,"tags=23%, list=6%, signal=22%","12266/16803/105855"
"GO:1905155","positive regulation of membrane invagination",13,0.565758451345024,1.3842879792907,0.110576923076923,0.110576923076923,0.350650363281942,930,"tags=23%, list=6%, signal=22%","12266/16803/105855"
"GO:0001578","microtubule bundle formation",86,-0.296095309537751,-1.20780685689072,0.11063829787234,0.11063829787234,0.350650363281942,4169,"tags=47%, list=27%, signal=34%","28105/26942/56398/17761/237222/114602/104346/215690/211535/105833/207686/76568/72972/76779/67378/51938/110012/102747/320234/432611/242584/68617/17755/214444/69707/100048534/75564/235330/213402/76707/105000/78926/264134/72948/73293/22092/24084/69387/319953/67971"
"GO:0046323","glucose import",77,0.368930251784893,1.25999340231309,0.110666666666667,0.110666666666667,0.350650363281942,2248,"tags=18%, list=14%, signal=16%","56636/18260/20537/24014/21926/23921/26457/13867/13869/20661/15277/14734/20527/11421"
"GO:0006730","one-carbon metabolic process",34,0.450060874186181,1.33639067539668,0.110787172011662,0.110787172011662,0.350730074662547,2089,"tags=35%, list=13%, signal=31%","12353/12349/17768/270685/22171/14287/216188/13361/11720/14057/108037/192166"
"GO:0051402","neuron apoptotic process",253,0.308576501624555,1.21017390348522,0.110986547085202,0.110986547085202,0.350730074662547,2642,"tags=19%, list=17%, signal=16%","72393/20510/22177/12704/170770/17970/21926/12661/107585/14563/22339/15220/381293/16176/18008/11799/16153/15368/211064/13867/20287/14573/17242/11606/15510/20656/18049/12721/112407/18212/26419/237625/12282/18148/14062/14629/22687/109689/216439/94185/12369/21808/12608/12569/14433/12048/22174"
"GO:0044766","multi-organism transport",11,-0.540679360139366,-1.39239337813285,0.111111111111111,0.111111111111111,0.350730074662547,4570,"tags=55%, list=29%, signal=39%","100317/13858/233979/12390/18711/12389"
"GO:0046471","phosphatidylglycerol metabolic process",23,0.485768480727418,1.34426587323144,0.111111111111111,0.111111111111111,0.350730074662547,3737,"tags=43%, list=24%, signal=33%","26457/665270/18784/66198/237625/97212/12034/68971/66586/66461"
"GO:0046794","transport of virus",11,-0.540679360139366,-1.39239337813285,0.111111111111111,0.111111111111111,0.350730074662547,4570,"tags=55%, list=29%, signal=39%","100317/13858/233979/12390/18711/12389"
"GO:1902579","multi-organism localization",11,-0.540679360139366,-1.39239337813285,0.111111111111111,0.111111111111111,0.350730074662547,4570,"tags=55%, list=29%, signal=39%","100317/13858/233979/12390/18711/12389"
"GO:0042428","serotonin metabolic process",10,-0.572342088517664,-1.43617595506179,0.111386138613861,0.111386138613861,0.350744080615652,2097,"tags=30%, list=14%, signal=26%","56448/21990/11941"
"GO:0046890","regulation of lipid biosynthetic process",155,0.327233022471801,1.22568317924645,0.111386138613861,0.111386138613861,0.350744080615652,2294,"tags=21%, list=15%, signal=18%","12266/26365/16149/15558/15559/217166/21926/12189/54140/16176/26457/27273/14186/18591/13115/11541/18534/11363/16175/11606/12156/212980/15465/19733/66968/237625/100198/76854/20583/74205/12567/228775/16418"
"GO:0097120","receptor localization to synapse",61,0.392403801377236,1.28666193844417,0.111416781292985,0.111416781292985,0.350744080615652,2091,"tags=20%, list=13%, signal=17%","72978/22177/12322/18189/12794/243547/54377/11496/192167/19699/545156/18164"
"GO:0031290","retinal ganglion cell axon guidance",14,0.557005667575275,1.37883260554267,0.111464968152866,0.111464968152866,0.350744080615652,3770,"tags=50%, list=24%, signal=38%","268902/22339/13844/20563/68193/319504/13845"
"GO:0048857","neural nucleus development",14,0.560061790626231,1.38639784653483,0.111464968152866,0.111464968152866,0.350744080615652,3474,"tags=43%, list=22%, signal=33%","56847/11859/12569/14173/67703/218756"
"GO:0140354","lipid import into cell",32,0.46301348789898,1.35474380896698,0.111600587371512,0.111600587371512,0.350835006446446,4251,"tags=47%, list=27%, signal=34%","20510/21926/26457/26458/20512/74205/14580/18753/20525/65106/107508/21825/11652/72508/20514"
"GO:0070141","response to UV-A",12,0.581005364247412,1.38567459899085,0.111650485436893,0.111650485436893,0.350835006446446,1606,"tags=42%, list=10%, signal=37%","17395/12954/21857/12443/17390"
"GO:0098900","regulation of action potential",49,0.411386439556646,1.29119904309469,0.111747851002865,0.111747851002865,0.350835006446446,2111,"tags=29%, list=14%, signal=25%","67451/21926/20271/14167/11549/216033/57442/13052/13506/14168/21333/330953/109676/57785"
"GO:0090322","regulation of superoxide metabolic process",29,0.475704976340573,1.36482341438243,0.11177347242921,0.11177347242921,0.350835006446446,1605,"tags=28%, list=10%, signal=25%","22177/68891/14825/13361/11606/13057/20963/16414"
"GO:0046546","development of primary male sexual characteristics",96,0.355317645376913,1.25149539932742,0.112113402061856,0.112113402061856,0.351682040151926,3480,"tags=32%, list=22%, signal=25%","20319/15364/14087/237911/16336/12316/18595/19662/77595/22762/12443/12124/16323/16175/97165/208144/218454/56449/14180/12841/21808/67204/18671/12048/56312/53381/56218/56436/224902/22668/56739"
"GO:0035825","homologous recombination",40,0.435482436589293,1.32413375813114,0.112375533428165,0.112375533428165,0.352284127279326,1108,"tags=25%, list=7%, signal=23%","19361/623474/237911/214901/19362/21973/69716/69928/19366/268465"
"GO:0044743","protein transmembrane import into intracellular organelle",32,0.462769123192492,1.35402881559876,0.113069016152717,0.113069016152717,0.354148689412366,4778,"tags=44%, list=31%, signal=30%","58869/17714/15510/53333/72170/53600/19305/67952/66525/67067/66449/52838/21854/17713"
"GO:0016042","lipid catabolic process",240,0.30936926042477,1.20826118402871,0.113122171945701,0.113122171945701,0.354148689412366,2239,"tags=20%, list=14%, signal=17%","56636/100340/21926/14073/329502/18796/16176/66857/80885/171210/56072/234673/50877/16890/13116/665270/66569/15450/26458/18576/30955/20287/216859/225845/13115/15483/18534/11363/18784/78390/13078/269437/231086/18606/66350/12894/320981/66853/66968/110826/11539/66065/241274/19305/12567/22160/114874/97212"
"GO:1903312","negative regulation of mRNA metabolic process",83,0.361501406018,1.24429452590675,0.113182423435419,0.113182423435419,0.354148689412366,5604,"tags=57%, list=36%, signal=36%","22339/140486/13555/12261/18173/14573/18148/19826/77134/56403/210106/22608/51810/59092/19205/107951/56190/233900/108013/11991/73158/18458/22185/15387/13548/13211/15568/19317/12006/67996/214627/53379/100342/14105/233908/17164/230908/230257/15388/19656/74203/12696/217980/75553/11810/12455/236732"
"GO:0001837","epithelial to mesenchymal transition",131,0.336980357940132,1.23856938217734,0.113300492610837,0.113300492610837,0.354148689412366,3347,"tags=27%, list=22%, signal=21%","319530/20319/17131/22339/18121/16176/15375/17702/17127/246154/17242/214384/21453/24064/14726/114715/12156/12162/16193/20583/17701/19664/22160/17300/21808/16950/14056/12842/18128/20901/15384/21849/56198/22411/71890"
"GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response",19,0.511103402976165,1.34770521068085,0.113323124042879,0.113323124042879,0.354148689412366,2968,"tags=37%, list=19%, signal=30%","16149/16792/24088/56200/20361/100689/21898"
"GO:0033619","membrane protein proteolysis",55,0.399629426731003,1.27939822888735,0.113416320885201,0.113416320885201,0.354219380984925,1236,"tags=15%, list=8%, signal=13%","21926/16541/21857/16176/16153/13036/19152/21938"
"GO:0009132","nucleoside diphosphate metabolic process",108,0.348716464273414,1.24654979656991,0.113665389527458,0.113665389527458,0.354776497294398,3832,"tags=35%, list=25%, signal=27%","15558/11636/74747/215446/78801/18102/226265/11639/227659/229949/12497/13806/433182/18103/15277/14635/12499/16418/54403/18648/56012/14433/56312/11637/216963/58805/16000/18641/11717/17319/21915/20848/18655/14751/72090/72141/12496/13808"
"GO:0045137","development of primary sexual characteristics",172,0.320464797655226,1.21647229314522,0.114285714285714,0.114285714285714,0.355570862144767,2405,"tags=22%, list=15%, signal=19%","16590/20319/15364/93837/18787/14087/237911/22339/16336/14313/12316/18595/19662/77595/22762/12443/12124/16323/16175/11606/30953/17390/97165/208144/268903/218454/56449/14180/93757/12841/11622/381677/109689/17300/13874/21808/12608/67204"
"GO:0036475","neuron death in response to oxidative stress",33,0.456040236347299,1.33875736495692,0.114369501466276,0.114369501466276,0.355570862144767,627,"tags=12%, list=4%, signal=12%","20510/28240/21926/16153"
"GO:0018230","peptidyl-L-cysteine S-palmitoylation",19,-0.467000277799587,-1.38372154483987,0.114613180515759,0.114613180515759,0.355570862144767,6392,"tags=68%, list=41%, signal=40%","72881/208884/68268/70796/27801/66980/320150/224454/70605/102193/76686/66220/332175"
"GO:0018231","peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine",19,-0.467000277799587,-1.38372154483987,0.114613180515759,0.114613180515759,0.355570862144767,6392,"tags=68%, list=41%, signal=40%","72881/208884/68268/70796/27801/66980/320150/224454/70605/102193/76686/66220/332175"
"GO:0043299","leukocyte degranulation",49,0.410229739680809,1.28756856423292,0.114613180515759,0.114613180515759,0.355570862144767,2181,"tags=22%, list=14%, signal=19%","16590/19204/68891/15368/11541/16190/20963/16414/12721/237625/74732"
"GO:0010662","regulation of striated muscle cell apoptotic process",52,0.402715440678551,1.27519675434194,0.114730878186969,0.114730878186969,0.355570862144767,2048,"tags=23%, list=13%, signal=20%","20319/12322/17005/26897/17242/214384/11606/14465/16009/26419/18148/276770"
"GO:0006929","substrate-dependent cell migration",29,0.473180537083424,1.35758066104222,0.114754098360656,0.114754098360656,0.355570862144767,2423,"tags=34%, list=16%, signal=29%","19264/18591/50525/20563/319480/14114/11947/18208/20583/57778"
"GO:0036297","interstrand cross-link repair",31,0.464914809096289,1.34806332284634,0.114754098360656,0.114754098360656,0.355570862144767,595,"tags=13%, list=4%, signal=12%","217216/14087/19361/19362"
"GO:0002712","regulation of B cell mediated immunity",45,0.415108379500898,1.28927052715576,0.11484593837535,0.11484593837535,0.355570862144767,2641,"tags=22%, list=17%, signal=18%","12266/21926/19264/96935/15223/21939/69583/22042/72544/107823"
"GO:0002889","regulation of immunoglobulin mediated immune response",45,0.415108379500898,1.28927052715576,0.11484593837535,0.11484593837535,0.355570862144767,2641,"tags=22%, list=17%, signal=18%","12266/21926/19264/96935/15223/21939/69583/22042/72544/107823"
"GO:0017121","plasma membrane phospholipid scrambling",12,0.577974182307178,1.37844535107342,0.114886731391586,0.114886731391586,0.355570862144767,1958,"tags=33%, list=13%, signal=29%","71345/18828/228432/22038"
"GO:0007131","reciprocal meiotic recombination",39,0.437948960896465,1.32309044363177,0.114942528735632,0.114942528735632,0.355570862144767,1108,"tags=26%, list=7%, signal=24%","19361/623474/237911/214901/19362/21973/69716/69928/19366/268465"
"GO:0032731","positive regulation of interleukin-1 beta production",39,0.436405835268211,1.31842849679694,0.114942528735632,0.114942528735632,0.355570862144767,2213,"tags=28%, list=14%, signal=24%","22177/21926/24088/17951/15951/17127/100040462/381308/16193/12363/55991"
"GO:0140527","reciprocal homologous recombination",39,0.437948960896465,1.32309044363177,0.114942528735632,0.114942528735632,0.355570862144767,1108,"tags=26%, list=7%, signal=24%","19361/623474/237911/214901/19362/21973/69716/69928/19366/268465"
"GO:0052372","modulation by symbiont of entry into host",43,-0.363119548950353,-1.28671237740147,0.114982578397213,0.114982578397213,0.355570862144767,3078,"tags=35%, list=20%, signal=28%","27354/22670/23947/667823/66848/76681/319236/12389/94094/20821/434218/12265/19824/16852/227753"
"GO:0043523","regulation of neuron apoptotic process",226,0.310603975316754,1.20190059812708,0.115074798619102,0.115074798619102,0.35563691976658,2459,"tags=18%, list=16%, signal=15%","72393/20510/22177/170770/17970/21926/12661/14563/22339/15220/381293/16176/18008/11799/16153/15368/211064/13867/20287/14573/17242/11606/15510/20656/18049/12721/112407/18212/26419/237625/12282/18148/14062/14629/22687/109689/216439/21808/12608/12569"
"GO:0006949","syncytium formation",46,-0.347340022435375,-1.2464320167023,0.115254237288136,0.115254237288136,0.355837507860051,2768,"tags=30%, list=18%, signal=25%","102791/13549/12450/67220/14218/56637/26416/193385/17329/57810/259300/18019/235505/226101"
"GO:0043266","regulation of potassium ion transport",81,0.363621232979052,1.24610628148809,0.115281501340483,0.115281501340483,0.355837507860051,2487,"tags=25%, list=16%, signal=21%","15558/66240/16538/14419/20927/11555/57814/227618/57442/16497/16485/74513/14825/11931/279561/11539/109676/80334/14199/16511"
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity",69,0.377883417900648,1.2723519220042,0.115746971736205,0.115746971736205,0.357054676827369,1827,"tags=19%, list=12%, signal=17%","268697/12428/18817/20460/12442/56742/18591/12443/69237/214384/83383/12449/21929"
"GO:0007368","determination of left/right symmetry",92,-0.292005626439568,-1.20463711892753,0.11587982832618,0.11587982832618,0.357244938225286,5165,"tags=54%, list=33%, signal=36%","319757/16568/244631/231214/57765/544696/380718/18764/226162/277939/15227/245866/14275/244585/21385/213575/21389/11480/107586/237222/52906/106633/171567/104346/73916/68146/76779/329795/13388/18129/246102/51938/74025/216274/67694/432611/17260/75691/22418/17684/66910/69327/16348/68897/11481/23863/73293/76441/13411/71233"
"GO:0016322","neuron remodeling",14,0.555161629093494,1.37426780390317,0.116242038216561,0.116242038216561,0.358141603319156,971,"tags=21%, list=6%, signal=20%","12266/12259/18591"
"GO:0015804","neutral amino acid transport",34,0.448808000125527,1.33267044707171,0.116618075801749,0.116618075801749,0.359079745187433,1194,"tags=21%, list=8%, signal=19%","56774/20510/229706/76257/50934/105727/20539"
"GO:0003231","cardiac ventricle development",117,0.344261028404961,1.25125804207461,0.11706102117061,0.11706102117061,0.360222626700745,2662,"tags=21%, list=17%, signal=18%","20319/67451/20897/268902/20271/17131/18121/20677/12142/17130/22762/333654/207728/14234/214384/20563/269593/14180/11622/19664/17300/21808/20666/107823/18128"
